,Song,Movie,Singers,Musicians,Lyricists,Year,Lyrics
133,Laila Laila,Andhadhun,Amit Trivedi,Amit Trivedi,Jaideep Sahni, ,"Oye laila laila laila meri jaan Kya hai tera naam Dekhun main tujhko ankh moond ke Chhaila, chhaila karta hai salaam Kya hai tera naam Dekhun main tujhko ankh moond ke AndhaDhun bechara, bechara dil aaj se AndhaDhun bechara, bechara dil aaj se Chal Monday raat se Mere dil ke, dil ke Dil ke bhi dil mein hai tu Haan mere dil ke, dil ke Dil ke bhi dil mein hai tu Suron ko nasha sa Suron ko nasha kyun chadhne laga Ka kha ga gha kha ko Sa re ga ma pa dil padhne laga Ka kha gha ma pa Ta tha dha ni sa Yeh kya hone laga Oye laila laila laila meri jaan Kya hai tera naam Dekhun main tujhko ankh moond ke Chhaila, chhaila karta hai salaam Kya hai tera naam Dekhun main tujhko ankh moond ke AndhaDhun bechara, bechara dil aaj se AndhaDhun bechara, bechara dil aaj se Chal Monday raat se Mere dil ke, dil ke Dil ke bhi dil mein hai tu Haan mere dil ke, dil ke Dil ke bhi dil mein hai tu x (2) Mere dil ke, dil ke Dil ke bhi dil mein hai tu"
134,Woh Ladki,AndhaDhun,Arijit Singh,Amit Trivedi,Jaideep Sahni, ,Ek sawari si ladki bawari si Gusse mein patte si kaanpti si Jo mera jikar sune door se bhi Tarkeebon se dil ho dhaanpti si Woh ladki mil jaaye to kehna Haan woh ladki mil jaaye to kehna Dhoop mein Palkon ko kass ke Woh meechti Chalti ho Zindagi ke kashtein hi kheechti Woh ladki mil jaye to kehna Haan Woh ladki mil jaye to kehna Thodi thodi aankhein namm Baaton mein tha phir bhi dum Hansi nahi thi Woh aisi Jo baat mein yun hi udd jaaye Raat mein yun hi ghul jaaye na na na Woh ladki mil jaye to kehna Haan Woh ladki mil jaye to kehna Dhoop mein Palkon ko kass ke Woh meechti Chalti ho Zindagi ke kashtein hi kheechti Woh ladki mil jaye to kehna Haan Woh ladki mil jaye to kehna
135,Sab Badhiya Hai,Sui Dhaaga,Sukhwinder Singh,Anu Malik,"Varun Grover, Anu Malik", ,"Kuchh bhi karwa lo kaam Mauji hai mera naam Mamta hai mere sath kein Mamta hai meri jaan Haan kuchh bhi karwa lo kaam Mauji hai mera naam Mamta hai mere sath kein Mamta hai meri jaan Zindagi mein problem kitni bhi hon Life phir bhi ta ta thaiya hai Sab badhiya hai, sab badhiya hai Sab badhiya hai, sab badhiya hai x (2) Hindustani mood mein hai Udaa de sabki nindiya Hindustani mood mein hai Udaa de sabki nindiya Attitude apna total made in India Attitude apna total made in India Aa.. Zindagi mein problem kitni bhi hon Life phir bhi ta ta thaiya hai Sab badhiya hai, sab badhiya hai Sab badhiya hai, sab badhiya hai x (6)"
136,Tera Mera Rishta,Jalebi,"Shreya Ghosal, K K",-,Arfaat Mohammad, ,Sambhaloge jo tum na to Main jaaungi kahan Tumhein bhi to pana hoga Tumhari hoon main na Yeh tera mera rishta Khuda ne banaya hai na Tabhi to milaya zameen pe hai na Mujhe tujhmein panah de na Tere jaisa bana de Kho jaaun kahin jo main Mujhe dhoondh tu la dena x (2) Aaye jo tu khuda kare Hoke juda jaaye na Na ho agar tu saamne Sukoon dil ko aaye na Hum sath mein baithe rahein Waqt ruk jaaye yeh Noor ishq ka aaye nazar Haan tere mere liye Yeh tera mera rishta Khuda ne banaya hai na Tabhi to milaya zameen pe hai na Mujhe tujhmein panah de na Tere jaisa bana de Kho jaaun kahin jo main Mujhe dhoondh tu la dena x (2) Haan dena.. Maine tujhe paya to hai Qismaton se abhi Do qismatein milti huyi Kho na jaayein kahin Jee le zara iss pal mein aa saari zindagi Do zindagi phir ajnabi ho na jaaye kahi Yeh tera mera rishta Khuda ne banaya hai na Tabhi to milaya zameen pe hai na Mujhe tujhmein panah de na Tere jaisa bana de Kho jaaun kahin jo main Mujhe dhoondh tu la dena x (2) Haan dena..
137,Mera Pyar Tera Pyar,Jalebi,Arijit Singh,-,Rashmi Virag, ,"Main jitna tumhein dekhun Mann yeh na bhare Main jitna tumhein sochun Mann yeh na bhare In aakhon mein chhalakta hai Mera pyar tera pyar Kahin tujmein dhadakta hai Mera pyar tera pyar Mera pyar tera pyar x (2) Main jitna tumhein dekhun Mann yeh na bhare Main jitna tumhein sochun Mann yeh na bhare Thoda sa mera hai, thoda tumhara Mila-jula sa yeh khwaab hamara Ek meethi dhun sunayi De rahi hai aaj kal Hass ke saare ghum hamare Dega khusiyon mein badal Mera pyar tera pyar x (2) Main jitna tumhein dekhun Mann yeh na bhare Main jitna tumhein sochun Mann yeh na bhare Koyi nahi sau saal jiya hai Pyar magar kaayam rehta hai Dhoop khusbu aur hawayein Banke yeh reh jaayega Baad apne bhi hamare Yeh jahaan mehkayega Mera pyar tera pyar x (2) Main jitna tumhein dekhun Mann yeh na bhare Main jitna tumhein sochun Mann yeh na bhare"
138,Badhaaiyan Tenu,-,"Brijesh Shandailya, Romy, Jordan",Tanishk Bagchi,Vayu, ,"Badhaaiyan bibi tenu, badhaaiyan ni Badhaaiyan bibi tenu, badhaaiyan ni Badhaaiyan tere aaut nu, tere paut nu Tere baap bante gaut nu, badhaiyan ni Lo ji lutt gaye chhuare Ho gaye hain vaare nyare Tere toh chhap gaye paper ji Ab kya hoga re pyaare Khushiyan hi jab kick maarein Jaayein kahan munh lekar ji Lag gaye! Badhaaiyan bibi tenu, badhaaiyan ni Badhaaiyan bibi tenu, badhaaiyan ni Badhaaiyan tere aaut nu, tere paut nu Tere baap bante gaut nu, badhaiyan ni Khushi mein aisi phool gayi hai Phati na jaaye chhaati Hawa mein fire kiya toh Sir pe gira hai udta hathi Maari thi miss call hi lekin Ho gaya answer ji Ab kya hoga re pyaare Khushiyan hi jab kick maarein Jaayein kahan munh lekar ji Lag gaye! Badhaaiyan bibi tenu, badhaaiyan ni Badhaaiyan bibi tenu, badhaaiyan ni Badhaaiyan tere aaut nu, tere paut nu Tere baap bante gaut nu, badhaiyan ni"
139,Aap Se Milkar,AndhaDhun,"Ayushmann Khurrana, Aakanksha Sharma",Amit Trivedi,Jaideep Sahni, ,Sadiyon ki mad-hoshiyon se Soya dil jagaa haan haan.. Halki si sarghoshiyon se Qismat ka taala khula haan haan Jo ho raha tha sachcha laga Haan laga Aap se milkar achcha laga Aapse milkar achcha laga Aap se milkar achcha laga Achcha laga x (2) Hoye tuk tuk laga kar Single banakar Jawani ka over ghuzarta raha x (2) Aap mile to chhakka laga Aap mile to chhakka laga Haan laga Aap se milkar achcha laga Aapse milkar achcha laga Aap se milkar achcha laga Achcha laga x (2)
140,Bhare Bazaar,Namaste England,"Badshah,, Vishal Dadlani, Payal Dev, B Praak","Rishi Rich, Badshah","Master Rakesh, Badshah", ,"Kalle na jaana x (4) Bhare bazaar baby Bhare bazaar baby Bhare bazaar baby kalle na jaana Nai te shor mach jaayega x (2) Har koyi aashiq Har koyi aashiq Har koyi aashiq Tujhe tere ghar tak chhodne aayega Bhare bazaar baby kalle na jaana Nai te shor mach jaayega Ho jhagda kara degi tu Aashikon ke beech mein Phir bhi tu aayegi na Kisi ki bhi reach mein x (2) Kehti dafaa ho jaa Kehti dafaa ho jaa Kehti dafaa ho jaa Par baby aisa kabhi ho nahi payega Bhare bazaar baby kalle na jaana Nai te shor mach jaayega Main kya keh raha tha Sunn! Baby mujhko pata hai tera mann hai bada Tabhi floor pe teri wait mein hoon khada Aise baithe baithe tu na shoulder hila Thoda pair utha, saanu nach ke vekha Ae akhiyon se goli maarti rehti Dilon ko sooli taangti rehti School vool ki teacher hai kya Jab dekho lecture jhaadti rehti Tere liye likha yeh gaana Sath mein mere gaayegi ki Ghoor ghoor kyun dekhe madam Arre khaayegi kya Arre khaayegi kya Haan koyi to batao mujhe Kya main karoon iska Apne dramon pe hai Bas nahi jiska x (2) Phir na tu kehna mujhe Phir na tu kehna mujhe Phir na tu kehna mujhe Jab dil tera pairon ke neeche mere aayega Bhare bazaar baby kalle na jaana Nai te shor mach jaayega Teri na maanugi main Tu hai deewana haan tu baaz na aayega Shor mach jayega Baaz na aayega Shor mach jayega Shor mach, shor mach Shor shor shor shor shor jayega"
141,Milon Ke Faasle,Ishqeria,"Shafqat Amanat Ali, Altamash Faridi",Rashid Khan,Ajay Garg, ,"Aa.. Milon ke faasle Kaise koyi saans le Milon ke faasle Kaise koyi saans le Saara jahaan hai tu hi nahi Jism yahaan hai dil hai kahin Ho.. saara jahaan hai tu hi nahi Jism yahaan hai dil hai kahin Tu hi bata kaise bhala Koyi jeene ka ehsaas le Ho.. ho.. Ho.. ho.. Sohna sohna chehra tera Aankhon mein basa hai aaja jaaniya Tere bina zindagi tham si gayi hai Oh mere sohneya Sohneya, sohneya, sohneya Ho.. ho.. Ho.. ho.."
142,Naina Da Kya Kasoor,Andhadhun,-,Amit Trivedi,Jaideep Sahni, ,"Arre abhi abhi pyara sa chehra dikha hai Jaane kya kahun uspe kya likha hai Gehra samunder dil dooba jismein Ghayal hua main uss pal se ismein Naina da kya kasoor, ve kasoor, ve kasoor Naina da kya kasoor, ve kasoor, ve kasoor Naina da kya kasoor, ve kasoor, ve kasoor Ae dil tu bata re x (2) Dil ko hazaron baandhe the dhaage Par paaji nikla yeh humse aage Hua kya hai, hua kya hai humko Ek pal yeh daude, ek pal yeh bhaage Bhor ho jaaye tab naina jaage Hua yeh hai, hua hai yeh samjho Dil dil ke milte sanche aur khanche Jo hai banata upar se jaake Batti hai na hai dhoop na kasoor, na kasoor Naina da kya kasoor, ve kasoor, ve kasoor Naina da kya kasoor, ve kasoor, ve kasoor Naina da kya kasoor, ve kasoor, ve kasoor Ae dil tu bata re"
143,Pal,Jalebi,"Arijit Singh, Shreya Ghosal",Javed-Mohsin,"Prashant Ingole, Kunal Verma", ,Pal ek pal mein hi thamm sa gaya Tu hath mein hath jo de gaya Chaloon main jahan jaaye tu Dayein main tere bayein tu Hoon rutt main hawayein tu Saathiya Hansu main jab gaaye tu Roun main murjhaye tu Bheegun main barsaye tu Saathiya Saya mera hai teri shakal Haal hai aisa kuchh aaj-kal Subah main hoon tu dhoop hai Main aaina hoon tu roop hai Yeh tera sath khoob hai humsafar Tu ishq ke saare rang de gaya Phir kheench ke apne sang le gaya Kahin pe kho jaaye jo Jahan ruk jaaye pal Kabhi na phir aaye kal Saathiya Ek maange agar sau khwaab doon Tu rahe khush main aabad hoon Tu sabse judaa judaa sa hai Tu apni tarah tarah sa hai Mujhko lagta nahi hai tu doosra Pal ek pal mein hi thamm sa gaya Tu hath mein hath jo de gaya Chaloon main jahan jaaye tu Dayein main tere bayein tu Hoon rutt main hawayein tu Saathiya Hansu main jab gaaye tu Roun main murjhaye tu Bheegun main barsaye tu Saathiya
144,Na Chah Ke Bhi,5 Weddings,"Vishal Mishra, Shirley Setia",Vishal Mishra,Abhendra Kumar Upadhyay, ,"Mana kiya tha labon ko apne Ke naam tera le na kabhi Roka bohat ke yeh chehra tera Khwaabon ko apne de na kabhi Kuchh nahi hai pehle jaisa Aaj-kal sab naya hai Kuchh alag sa lag raha hai Yeh jo hai silsila Na chah ke bhi na jaane kyun Tera ho ho gaya Na chah ke bhi na jaane kyun Tera ho ho gaya Mana kiya tha.. Mere aage kyun bichhe hain Ishq wale dhaage dhaage Usmein lipta sa na gaya, tu mil gaya Saade saade thhe iraade Aadhe aadhe jo thhe vaade Aake tu inse kyun jud gaya, jud gaya Hathon mein ho hath tera To safar ka maza hai Jis safar mein tum na ho to Woh mahaz ek saza Na chah ke bhi na jaane kyun Tera ho ho gaya x (2) Thoda thoda karte dekho Saare huye tumhare hum Meethi meethi hone lagi Pehle to haan thhe khaare hum Main kora sa kaagaz Jiski syaahi tu hi Padhte hain sab mujhko Aao tum bhi padho na Kabhi hota na tha Jaane kyun ho gaya ho Na chah ke bhi na jaane kyun Tera ho ho gaya x (2)"
145,Gali Gali,Pataakha,Sukhwinder Singh,Vishal Bhardwaj,Gulzar, ,"Arre haan Piya bhar ke batase mein bhaang Khilave misri ki dali Aaj kulhad phodein gali gali x (3) Kulhad phodein gali gali Haan maine rang se bhar li maang Jo ab ke holi jali Kulhad phodein galli galli Aaj kulhad phodein gali gali Aaj kulhad phodein galli galli Gali gali, galli galli re Aaj kulhad phodein Aaj kulhad phodein gali gali Arre de de de de de thandayi Garam huyi hai holi re Arre laal gulaal ka lehanga pehne Hare rang ki choli re Zara ponchh ke mukh dikhla de Koyi aur na gale laga le x (2) Haan lajja ko khoonti pe taang Khila de misri ki dali haaye Kulhad phodein galli galli Aaj kulhad phodein gali gali Aaj kulhad phodein galli galli Gali gali, galli galli Aaj kulhad phodein Kulhad phodein gali gali Arre na na na na na na Naraz na ho yoon billori Chal chilam jalave Jalave jalave chilam jalave Bhoonein apne ante bante billori Jo chadhe to phir na utre Aankhon ki laali na ghuzre x (2) Arre haan Uspe kala surma na maang Khila de misri ki dali Kulhad phodein galli galli Aaj kulhad phodein gali gali Gali gali, galli galli x (4) Kulhad phodein gali gali Gali gali, galli galli Kulhad phodein, kulhad phodein Aaj kulhad phodein galli galli Aaj kulhad phodein gali gali"
146,Rangtaari,Loveratri,"Yo Yo Honey Singh, Dev Negi",Tanishk Bagchi,Shabbir Ahmed, ,"Arre Yashomati maiya se bole Nandlala Arre Radha kyun gori main kyun kala Arre ja jhooti ja re Kaahe aakhon se maare Teri betuki baatein piya Jiya re mera loot le re Arre aa paas aa re Kaahe pallu tu jhaade Mujhe tera bana le piya Jiya re mera loot le re Yahan wahan kahin tere jaisa koyi nahi Teri meri lage jodi pyari Rangtaari, rangtaari rangtari Toone aakhein ghuma ke jo maari Rangtaari rangtari Toone aakhein ghuma ke jo maari Oho! Yo Yo Honey Singh Halo re, put your hands up Utha lo re Say halo! Halo re, garba party bula lo re Say halo! To kya hua jo Kanhaiya tera kala re Dil se laga le hai bade dil wala re Jaldi karde haan Kyun beech mein tanga hai? Navratri ki raat Maa se tujhko manga hai Pallu sambhaal gori udi udi jaye re Dham dham baaje baaje Dham dham baaje baaje Aage badhu tu peechhe mudi mudi jaye re Dham dham baaje baaje Dham dham baaje baaje Pallu sambhaal gori udi udi jaye re Aage badhu tu peechhe mudi mudi jaye re Yahan wahan kahin tere jaisa koyi nahi Teri meri lage jodi pyari Rangtaari, su baat chhe Rangtaari rangtari Toone aakhein ghuma ke jo maari Rangtaari rangtari Toone aakhein ghuma ke jo maari Aye phodi naaki peti Aye phodi naaki tablo!"
147,Tere Liye,Namaste England,"Atif Aslam, Akanksha Bhandari",Mannan Shaah,Javed Akhtar, ,"Tu hi bata Kaun tu hai mera Kabse tu dil mein Rehta hai kya pata Kyun laage mujhe Tere bin zindagi Ek pal bhi kabhi Paayegi na khushi Tujhko pehchana Maine tab jana Ke zinda hoon main.. Tere liye, sirf tere liye Har pal rahun main sirf tere liye x (2) Chhaayi si hai aarzu jo dil pe mere Kya wahi aarzu hai tujhko bhi ghere Pal jo sang beete unnki tasveerein Rakh le aakhon mein yoon hum dono Phir tu kahin bhi ho Lage paas hi mujhko Ke zinda hoon main.. Tere liye, sirf tere liye Har pal rahun main sirf tere liye x (2) Ki kaha jehdi man di ae gall haye Tu te ho sakda ae pagal Baat meri rahi ankahi-ansuni Tu samajh le sanam Chaahe main kahun ya na kahun haye Main te jana dil se teri hoon Kal tak hum dono ajnabi se the raahon mein Aaj hai tu hi meri saason mein aahon mein Koyi batlaye sapne kab chhaaye Paas kab aaye yoon hum dono Jaaga hai kya jaadu Bas main hoon aur bas tu Ke zinda hoon main Tere liye, sirf tere liye Har pal rahun main sirf tere liye x (2)"
148,Khatar Patar,Sui Dhaaga,Papon,Anu Malik,Varun Grover, ,"Khatar patar zindagi ne raag hai sunaya Button khule kaaj se to baksava lagaya Khatar patar zindagi ne raag hai sunaya Button khule kaaj se to baksava lagaya Qismat phati chadar to hum bane Sui dhaaga, Sui dhaaga Sui seedhi khadi naache dhaaga x (2) Khatar patar zindagi ne raag hai sunaya Button khule kaaj se to baksava lagaya Qismat phati chadar to hum bane Sui dhaaga, Sui dhaaga Sui seedhi khadi naache dhaaga x (2) Barbaad din ne phenki yahan Humne wo katran uthai hai Khatar patar, khatar patar Khatar patar, khatar patar Katran ka pola sa takiya bana Uspe hi neend chadhai hain Khatar patar, khatar patar Khatar patar, khatar patar Jitne shutter hum pe girte gaye Utne chatur hum bhi bante gaye Hoke tu banka, chhota sa tanka Duniya ke munh pe laga Haan kilo bhaav humne hausla hai paya Raat lambi naapne ko inch tape laya Gehlas huyi tang to hum bane Sui dhaaga, sui dhaaga Sui seedhi khadi naache dhaaga Baaton ko kadwi na dil pe liya Dhakka mila to namaste diya Khatar patar, khatar patar Khatar patar, khatar patar Resham ki ya saree sooti ki ho Sabko tasalli se pico kiya Khatar patar, khatar patar Khatar patar, khatar patar Sapne jo rakhe hain sambhaal ke Geele na ho jayein tirpaal mein Duniya ke natak ko Aankhon ke phatak se Chalta tu kar de zara Aatma ko ek-ek purze mein milaya Dekh lo machine ko bhi aadmi banaya Jebein jo udhdi hain to hum bane Sui dhaaga, sui dhaaga Sui seedhi khadi naache dhaga Khatar patar zindagi ne raag hai sunaya Button khule kaaj se to baksava lagaya Qismat phati chadar to hum bane Sui dhaaga, Sui dhaaga Sui seedhi khadi naache dhaaga x (2)"
149,Andhadhun,Andhadhun,Raftaar,"Raftaar, Girish Nakod","Raftaar, Girish Nakod", ,"Shaq ne sabko jakda hai Sach ne sabko pakda hai Bachna sabka mushkil hai Sabka sabse lafda hai Hawa mein sabko tune dikhe Seene pe na khoon dikhe Din mein sabko moon dikhe Jab andhe ko bhi khoon dikhe Andha bole maine dekha Andhe ki na sun Baaje re, baaje re, baaje re Baaje re andhadhun Baaje re andhadhun Baaje re andhadhun Baaje re andhadhun Iski qismat likhni hai Jaldi se tu chalk la Likh ke mita doonga Aur tu payega rok na Iska ab khoon choosna hai Jaldi se jonk la System ka na dar hai Kyuki system poora khokhla Ankhon pe patti hai Dhool or matti hai Koyi na bhonkega Maine daal di sabko haddi hai Room mein karlo khoon Arre kanoon ko kon batayega Kanoon ke paas jo jayega Woh andha ho ke aayega Baaje re andhadhun Baaje re andhadhun Baaje re andhadhun Luka chhipi, aankh micholi Khel yeh aisa hona hai Go gol duniya hai Chhipne ka na koyi kona hain Aankh meech kar doodh piye Billi samjhe sab andhe hain Duniya dekh ke hansti hai Sab jaane gande dhande hain Band aankh bin munh kar kaan Khade tu bhi yeh sun Baaje re, baaje re, baaje re Baaje re andhadhun Baaje re andhadhun Baaje re andhadhun Baaje re andhadhun"
150,Hello Hello,Pataakha,Rekha Bhardwaj,Vishal Bhardwaj,Gulzar, ,"Aadhi raat baja ke ghanti Kaan mein bola hello hello hello Ding dong, ding dong Ding dong, ding dong Ding dong, ding dong Ding Aaja network ke bhitar Keh ke hello hello Ho aaja network ke bhitar Keh ke hello hello Ho mere whatsapp ke tittar.. haye Ho mere whatsapp ke tittar Keh ke hello hello Aaja network ke bhitar Keh ke hello hello Ho aaja network ke bhitar Keh ke hello hello Allah jaane meri chhat pe Kyun itna kamm signal hai Paidal hai ya oont pe nikla Ya Michael ka cycle hai x (2) Ke aaja dil daude sau meter.. haay re Ho aaja dil daude sau meter Keh ke hello hello Aaja network ke bhitar Keh ke hello hello Ho aaja network ke bhitar Keh ke hello hello Ho pardesi dil ka panchhi Phad phad phad phad karta hai Hoth laga ke kaan pe aksar Badd badd badd badd karta hai x (2) Ho sweety gudd se bhi tu sweeter.. haye haye Ho sweety gudd se bhi tu sweeter Keh de hello hello Aaja network ke bhitar Keh ke hello hello Ho aaja network ke bhitar Keh ke hello hello Ho mere whatsapp ke tittar Keh ke hello hello Aaja network ke bhitar Keh ke hello hello Ho aaja network ke bhitar Keh ke hello hello"
151,Kamariya,Mitron,"Darshan Raval, Ikka Singh","Lijo George, DJ Chetas",Kumaar, ,"Halo ne, halo halo, halo Hello, hello, hello, check Ho halo.. Patli kamariya Patli kamariya Patli kamariya Patli kamariya Chhama chham naach aaje Dhama dham dhol baaje Nonstop halla machega Oye nacho saare Pa pa pa pa peepni pe Aaja naya step seekhein Non stop halla machega Oye nacho saare Apni famous hai raat wali yaariyan Jaane saare jahan Pethal purma sun le oh chhoriya Jhoome nagariya jab jab yeh ghoome Kamariya re, thari kamariya Kamariya re, thari kamariya x (2) Aaha Shu baat che Kadak Ae chal abhi rap pakad ne! Surat se seedha Ahmadabad aaya Khelne ke liye sang dandiya bhi laya Tell me baby girl What is your name chhe Pehli nazar mein ho gaya tumse prem chhe Aaj raat ek baar hathon mein leke hath Thaam loon kamariya teri Dance karoon tere sath Jisko hai nachna woh floor pe aa jaye Jiska jo pasandeeda step karke woh dikhaye Oh halo Funky feeling hai kyun hona jazbaati? Ja ja ja ja jazbaati Kyun hona hai jazbaati? Chhore swag wale, chhoriya hain nakhraabi Nakhraabi nakhre dikhati x (2) Haan ek bas yehi baat bole repeat pe Hum jaisa koyi kahan Pethal purma sun le oh chhoriya Jhoome nagariya jab jab yeh ghoome Kamariya re, thari kamariya Kamariya re, thari kamariya x (2) Pethal purma pavo wagyo ne Mharo sutho sunido jagyo jawan laal Kamariya re, laal kamariya Kamariya re, laal kamariya"
